"source_row_id","fips_county","o3_max_pred_2016","o3_mean_pred_2016","o3_med_pred_2016","o3_pop_pred_2016","o3_max_pred_2017","o3_mean_pred_2017","o3_med_pred_2017","o3_pop_pred_2017","o3_max_pred_2018","o3_mean_pred_2018","o3_med_pred_2018","o3_pop_pred_2018","o3_max_pred_2019","o3_mean_pred_2019","o3_med_pred_2019","o3_pop_pred_2019"
"77","01039",38.48431396484375,37.59833908081055,37.60923767089844,37.60862731933594,36.61127853393555,35.713443756103516,35.7114143371582,35.70851135253906,36.12881088256836,35.15196990966797,35.13383102416992,35.145103454589844,38.061519622802734,37.15266036987305,37.16620635986328,37.1558837890625
"81","01041",38.963565826416016,38.10627365112305,38.06478500366211,38.10805130004883,36.551334381103516,35.69947814941406,35.65882873535156,35.6948356628418,35.87992477416992,35.02235412597656,34.9897575378418,35.013389587402344,37.952938079833984,37.03243637084961,36.98980712890625,37.012447357177734
"85","01043",42.8145751953125,41.37281036376953,41.38292694091797,41.401729583740234,39.252716064453125,37.981956481933594,37.98180389404297,38.0100212097168,39.320091247558594,37.972434997558594,37.98492431640625,37.98930740356445,41.1684684753418,39.8117561340332,39.81622314453125,39.84279251098633
"89","01045",38.84137725830078,38.06831741333008,38.076480865478516,38.056175231933594,36.615535736083984,35.89625930786133,35.900787353515625,35.8924446105957,36.070838928222656,35.33038330078125,35.32415771484375,35.33956527709961,37.55738067626953,36.83280944824219,36.823665618896484,36.839996337890625
"93","01047",38.967628479003906,37.973670959472656,37.99306106567383,38.044620513916016,36.400535583496094,35.525169372558594,35.53524398803711,35.561668395996094,35.70772171020508,34.783958435058594,34.79518508911133,34.827857971191406,37.63026428222656,36.709102630615234,36.71796798706055,36.759151458740234
"97","01049",43.213497161865234,41.98051071166992,41.95454025268555,41.98390579223633,39.916259765625,38.639095306396484,38.59226608276367,38.65049362182617,39.11362838745117,37.77019500732422,37.72309494018555,37.787723541259766,41.579532623291016,40.36605453491211,40.328514099121094,40.38446807861328
"101","01051",41.001747131347656,39.77912139892578,39.77865982055664,39.775611877441406,37.70207214355469,36.530208587646484,36.49531936645508,36.51557922363281,36.91704559326172,35.63225555419922,35.587974548339844,35.622615814208984,38.98694610595703,37.87104415893555,37.8770866394043,37.86766052246094
"105","01053",38.141483306884766,37.30301284790039,37.32090759277344,37.289920806884766,37.15032196044922,36.25626754760742,36.2839469909668,36.245994567871094,36.548194885253906,35.58253479003906,35.60490036010742,35.564292907714844,37.631065368652344,36.59918212890625,36.582279205322266,36.57200622558594
"109","01055",42.92431640625,41.94025421142578,41.937679290771484,41.942787170410156,39.43513488769531,38.42777633666992,38.425872802734375,38.420921325683594,38.81182098388672,37.84048080444336,37.841617584228516,37.840370178222656,40.98578643798828,40.04881286621094,40.0439338684082,40.03910827636719
"113","01057",40.15024948120117,39.302215576171875,39.2468376159668,39.242252349853516,37.12126159667969,36.388240814208984,36.345027923583984,36.33698654174805,36.93339920043945,36.13396072387695,36.08531951904297,36.0826416015625,38.3212776184082,37.549556732177734,37.49641418457031,37.473209381103516
"117","01059",40.05942153930664,39.23590087890625,39.25160217285156,39.28817367553711,37.742069244384766,37.01779556274414,37.0443000793457,37.04518508911133,37.33182907104492,36.49067306518555,36.49496078491211,36.51506423950195,38.33660125732422,37.54441833496094,37.561954498291016,37.588443756103516
"121","01061",38.4968376159668,37.70574951171875,37.71726989746094,37.697383880615234,36.54222869873047,35.799625396728516,35.795921325683594,35.800804138183594,36.08100509643555,35.27912902832031,35.26703643798828,35.276092529296875,37.794837951660156,37.06010055541992,37.06128692626953,37.0657958984375
"125","01063",38.40723419189453,37.815250396728516,37.8422737121582,37.82550811767578,35.641380310058594,35.09048080444336,35.109554290771484,35.10470962524414,35.62160873413086,35.04892349243164,35.07492446899414,35.05821990966797,36.52033615112305,35.95482635498047,35.99166488647461,35.96688461303711
"129","01065",38.912967681884766,37.949501037597656,37.90520095825195,37.933082580566406,36.186492919921875,35.33554458618164,35.305294036865234,35.336246490478516,36.08965301513672,35.137298583984375,35.11017608642578,35.123291015625,37.211036682128906,36.25494384765625,36.23143005371094,36.24170684814453
"133","01067",39.030906677246094,38.407257080078125,38.41223907470703,38.37937545776367,36.71931457519531,36.076690673828125,36.07328414916992,36.06814193725586,36.00337219238281,35.34323501586914,35.333473205566406,35.361568450927734,37.43259048461914,36.803558349609375,36.806270599365234,36.809566497802734
"137","01069",38.909053802490234,38.017887115478516,38.00388717651367,38.004638671875,36.799591064453125,35.89822769165039,35.87419128417969,35.889930725097656,36.32948684692383,35.47105407714844,35.484092712402344,35.47304916381836,37.81947326660156,36.87839126586914,36.832496643066406,36.87887954711914
"141","01071",43.132755279541016,41.875267028808594,41.84462356567383,41.883975982666016,40.20938491821289,38.985530853271484,38.96131896972656,38.975284576416016,39.459327697753906,38.18617630004883,38.14829635620117,38.16608428955078,41.6453857421875,40.47441864013672,40.44519805908203,40.47527313232422
"145","01073",44.05548095703125,41.1634635925293,41.09514617919922,41.16809844970703,39.947505950927734,37.17427444458008,37.07435607910156,37.187965393066406,40.764427185058594,38.06342697143555,38.05414962768555,38.05409622192383,42.4417724609375,39.95899200439453,39.95576858520508,39.95634460449219
